road,id,model_type,condition,name,lat,lon,length
N1,490,link,,LRP211,22.567972,91.684694,178.0
N1,491,bridge,A,LRP211a,22.566472,91.685166,4.1
N1,492,link,,LRP211b,22.564139,91.685916,14.0
N1,493,link,,LRP211c,22.564,91.685944,217.0
N1,494,link,,LRP211d,22.562472,91.686361,316.0
N1,495,link,,LRP212,22.559444,91.687222,939.0
N1,496,link,,LRP213,22.551417,91.689694,144.0
N1,497,bridge,A,LRP213a,22.550306,91.690277,3.0
N1,498,bridge,A,LRP213b,22.550167,91.690389,5.2
N1,499,link,,LRP214,22.543889,91.694527,119.0
N1,500,bridge,A,LRP214a,22.542861,91.695027,8.2
N1,501,link,,LRP215,22.5355,91.697944,90.0
N1,502,bridge,A,LRP215a,22.534777,91.698333,3.0
N1,503,link,,LRP216,22.527305,91.701944,957.0
N1,504,link,,LRP216a,22.519416,91.705361,18.0
N1,505,link,,LRP216b,22.519265,91.705403,65.0
N1,506,link,,LRP217,22.518722,91.705556,276.0
N1,507,bridge,C,LRP217a,22.516556,91.706583,27.0
N1,508,link,,LRP217b,22.516167,91.70675,182.0
N1,509,link,,LRP217c,22.514722,91.707444,194.0
N1,510,link,,LRP217d,22.513139,91.708083,41.0
N1,511,link,,LRP217e,22.512778,91.708222,262.0
N1,512,link,,LRP218,22.510611,91.709083,144.0
N1,513,bridge,A,LRP218a,22.509444,91.709639,4.5
N1,514,bridge,A,LRP218b,22.509361,91.709694,17.6
N1,515,link,,LRP218c,22.507444,91.710556,18.0
N1,516,link,,LRP218d,22.507306,91.710639,530.0
N1,517,link,,LRP218e,22.503,91.712806,57.0
N1,518,link,,LRP219,22.502556,91.713056,685.0
N1,519,bridge,B,LRP219a,22.496916,91.715556,3.0
N1,520,link,,LRP219b,22.496805,91.715639,296.0
N1,521,link,,LRP220,22.494583,91.717083,887.0
N1,522,bridge,A,LRP220a,22.486944,91.719277,4.5
N1,523,link,,LRP221,22.485416,91.719555,297.0
N1,524,bridge,A,LRP221a,22.482807,91.720051,6.0
N1,525,link,,LRP221b,22.477527,91.721055,25.0
N1,526,link,,LRP221c,22.477305,91.72111,89.0
N1,527,link,,LRP222,22.476527,91.721333,883.0
N1,528,link,,LRP222a,22.469444,91.725055,136.0
N1,529,link,,LRP223,22.468416,91.725583,1000.0
N1,530,link,,LRP224,22.460306,91.729583,184.0
N1,531,bridge,A,LRP224a,22.458833,91.73036,3.0
N1,532,link,,LRP224b,22.458639,91.730472,808.0
N1,533,link,,LRP225,22.451824,91.733128,1000.0
N1,534,link,,LRP226,22.443389,91.736416,104.0
N1,535,bridge,A,LRP226a,22.4425,91.736666,3.0
N1,536,bridge,A,LRP226b,22.442222,91.73675,40.0
N1,537,link,,LRP227,22.434972,91.739694,137.0
N1,538,link,,LRP227a,22.433305,91.740361,311.0
N1,539,link,,LRP227b,22.430749,91.741527,43.0
N1,540,link,,LRP227c,22.430444,91.741722,449.0
N1,541,link,,LRP228,22.426972,91.744,1000.0
N1,542,link,,LRP229,22.419888,91.749777,165.0
N1,543,link,,LRP229a,22.418555,91.750472,38.0
N1,544,link,,LRP229b,22.418277,91.750667,797.0
N1,545,link,,LRP230,22.411917,91.754361,200.0
N1,546,bridge,A,LRP230a,22.410111,91.754444,5.0
N1,547,link,,LRP230b,22.408417,91.755139,2.0
N1,548,link,,LRP230c,22.408399,91.755144,592.0
N1,549,link,,LRP231,22.403222,91.756528,400.0
N1,550,bridge,A,LRP231a,22.399611,91.757333,3.0
N1,551,bridge,A,LRP231b,22.398861,91.757667,18.0
N1,552,link,,LRP231c,22.398805,91.757667,489.0
N1,553,link,,LRP232,22.3945,91.758694,59.0
N1,554,bridge,A,LRP232a,22.393777,91.758806,3.0
N1,555,link,,LRP232b,22.392111,91.75925,351.0
N1,556,link,,LRP232c,22.38925,91.7605,59.0
N1,557,link,,LRP232d,22.38875,91.760722,314.0
N1,558,link,,LRP233,22.386166,91.761833,625.0
N1,559,bridge,A,LRP233a,22.381527,91.765222,8.3
N1,560,link,,LRP234,22.379166,91.767583,436.0
N1,561,bridge,A,LRP234a,22.376472,91.770416,3.0
N1,562,link,,LRP234b,22.376225,91.770543,545.0
N1,563,link,,LRP235,22.369166,91.774194,555.0
N1,564,link,,LRP235a,22.369138,91.777666,193.0
N1,565,link,,LRP235b,22.358667,91.782277,8309.0
N1,566,bridge,B,LRP244b,22.364444,91.851111,5.7
N1,567,link,,LRP245,22.364611,91.850833,169.0
N1,568,bridge,A,LRP245a,22.363278,91.851472,1.5
N1,569,link,,LRP246,22.356111,91.853167,71.0
N1,570,bridge,A,LRP246a,22.3555,91.853083,3.0
N1,571,bridge,A,LRP246b,22.355389,91.853056,3.0
N1,572,link,,LRP247,22.347389,91.851944,549.0
N1,573,bridge,C,LRP247a,22.342722,91.853139,116.5
N1,574,link,,LRP247b,22.342361,91.853083,407.0
N1,575,link,,LRP248,22.33875,91.853472,52.0
N1,576,bridge,B,LRP248a,22.338362,91.853696,3.0
N1,577,link,,LRP248b,22.338027,91.853889,80.0
N1,578,link,,LRP248c,22.337389,91.854278,47.0
N1,579,link,,LRP248d,22.337027,91.854528,776.0
N1,580,link,,LRP249,22.331472,91.851556,209.0
N1,581,bridge,B,LRP249a,22.329749,91.852111,3.1
N1,582,link,,LRP250,22.322833,91.853556,178.0
N1,583,bridge,A,LRP250a,22.321277,91.853611,3.0
N1,584,link,,LRP250b,22.315361,91.855306,16.0
N1,585,link,,LRP250c,22.315222,91.855333,45.0
N1,586,link,,LRP251,22.314889,91.855389,496.0
N1,587,bridge,B,LRP251a,22.310833,91.857028,10.8
N1,588,link,,LRP251b,22.310611,91.857083,327.0
N1,589,link,,LRP251c,22.30825,91.858972,147.0
N1,590,link,,LRP252,22.307194,91.859861,400.0
N1,591,bridge,A,LRP252a,22.304306,91.862167,3.0
N1,592,link,,LRP252b,22.302167,91.863944,293.0
N1,593,link,,LRP253,22.299889,91.865583,568.0
N1,594,bridge,A,LRP253a,22.295027,91.867194,5.3
N1,595,link,,LRP254,22.291944,91.869333,51.0
N1,596,link,,LRP254a,22.291666,91.869638,170.0
N1,597,link,,LRP254b,22.291611,91.871138,447.0
N1,598,link,,LRP254c,22.293583,91.87486,262.0
N1,599,link,,LRP254d,22.294639,91.877083,67.0
N1,600,link,,LRP255,22.294916,91.877666,54.0
N1,601,bridge,A,LRP255a,22.295111,91.87811,3.0
N1,602,link,,LRP255b,22.298389,91.885583,689.0
N1,603,link,,LRP256,22.298555,91.886333,559.0
N1,604,link,,LRP256a,22.3,91.891555,441.0
N1,605,link,,LRP257,22.300583,91.892833,173.0
N1,606,bridge,C,LRP257a,22.301583,91.897333,50.8
N1,607,link,,LRP258,22.302722,91.901556,103.0
N1,608,link,,LRP258a,22.302972,91.9025,872.0
N1,609,link,,LRP259,22.305361,91.910639,303.0
N1,610,link,,LRP259a,22.307056,91.912806,424.0
N1,611,link,,LRP259b,22.309694,91.91575,273.0
N1,612,link,,LRP260,22.311417,91.917638,168.0
N1,613,bridge,A,LRP260a,22.312472,91.918833,12.4
N1,614,link,,LRP260b,22.315639,91.922499,121.0
N1,615,link,,LRP260c,22.315889,91.923583,190.0
N1,616,link,,LRP261,22.315556,91.925388,750.0
N1,617,bridge,C,LRP261a,22.313778,91.932222,60.5
N1,618,link,,LRP262,22.31375,91.934527,1000.0
N1,619,link,,LRP263,22.313639,91.943889,618.0
N1,620,link,,LRP263a,22.309861,91.947722,393.0
N1,621,link,,LRP264,22.306722,91.949194,1000.0
N1,622,link,,LRP265,22.3025,91.955389,926.0
N1,623,bridge,A,LRP265a,22.301028,91.964167,9.2
N1,624,bridge,A,LRP265b,22.300944,91.964667,6.0
N1,625,link,,LRP266,22.300917,91.964889,1000.0
N1,626,link,,LRP267,22.297944,91.973916,568.0
N1,627,bridge,A,LRP267a,22.295694,91.978749,9.4
N1,628,link,,LRP267b,22.295333,91.980305,266.0
N1,629,link,,LRP268,22.2935,91.981638,60.0
N1,630,bridge,A,LRP268a,22.293361,91.98211,14.0
N1,631,bridge,A,LRP268b,22.292083,91.982249,14.0
N1,632,link,,LRP268c,22.291833,91.982333,773.0
N1,633,link,,LRP269,22.287805,91.988389,303.0
N1,634,bridge,B,LRP269a,22.286583,91.991111,12.6
N1,635,link,,LRP269b,22.286305,91.991583,25.0
N1,636,bridge,B,LRP269c,22.28625,91.991694,9.4
N1,637,link,,LRP270,22.283639,91.99675,270.0
N1,638,bridge,A,LRP270a,22.282055,91.998666,14.0
N1,639,link,,LRP271,22.276194,92.004389,214.0
N1,640,bridge,A,LRP271a,22.274583,92.005306,9.2
N1,641,link,,LRP271b,22.272249,92.005528,516.0
N1,642,link,,LRP272,22.26761,92.005806,626.0
N1,643,bridge,D,LRP272a,22.262222,92.007056,50.8
N1,644,link,,LRP272b,22.262101,92.007084,234.0
N1,645,bridge,B,LRP272c,22.260083,92.007556,9.2
N1,646,link,,LRP273,22.259,92.008139,403.0
N1,647,link,,LRP273a,22.255722,92.009611,268.0
N1,648,link,,LRP273b,22.253861,92.01125,329.0
N1,649,link,,LRP274,22.251722,92.013333,343.0
N1,650,link,,LRP274a,22.249333,92.015278,657.0
N1,651,link,,LRP275,22.245,92.019166,602.0
N1,652,link,,LRP275a,22.241055,92.021527,479.0
N1,653,link,,LRP275b,22.237194,92.023055,139.0
N1,654,link,,LRP276,22.236083,92.023472,385.0
N1,655,bridge,B,LRP276a,22.232777,92.024555,12.3
N1,656,link,,LRP276b,22.231694,92.024888,14.0
N1,657,link,,LRP276c,22.231583,92.024944,216.0
N1,658,link,,LRP277,22.227916,92.025888,12.0
N1,659,link,,LRP277a,22.227888,92.025916,12.0
N1,660,link,,LRP277b,22.227777,92.025944,437.0
N1,661,link,,LRP277c,22.224027,92.027083,539.0
N1,662,link,,LRP278,22.219249,92.027888,248.0
N1,663,link,,LRP278a,22.217055,92.028138,515.0
N1,664,link,,LRP278b,22.213139,92.030499,237.0
N1,665,link,,LRP279,22.211611,92.031805,542.0
N1,666,bridge,C,LRP279a,22.208444,92.035666,211.3
N1,667,link,,LRP279b,22.208028,92.035777,286.0
N1,668,link,,LRP279c,22.205944,92.037027,12.0
N1,669,link,,LRP279d,22.205889,92.037139,105.0
N1,670,link,,LRP280,22.205417,92.038027,1094.0
N1,671,link,,LRP281,22.197777,92.043389,700.0
N1,672,link,,LRP281a,22.191722,92.045361,313.0
N1,673,link,,LRP282,22.18975,92.046583,1013.0
N1,674,link,,LRP283,22.182277,92.051389,821.0
N1,675,bridge,A,LRP283a,22.175083,92.052861,28.0
N1,676,link,,LRP284,22.173583,92.053417,1000.0
N1,677,link,,LRP285,22.165222,92.054889,1000.0
N1,678,link,,LRP286,22.162972,92.064194,515.0
N1,679,link,,LRP286a,22.159667,92.067472,217.0
N1,680,bridge,A,LRP286b,22.158056,92.06861,7.2
N1,681,link,,LRP287,22.156,92.07011,664.0
N1,682,bridge,A,LRP287a,22.150972,92.069694,11.2
N1,683,link,,LRP287b,22.150889,92.069666,206.0
N1,684,link,,LRP288,22.149139,92.06961,951.0
N1,685,link,,LRP289,22.140666,92.069777,303.0
N1,686,bridge,A,LRP289a,22.137916,92.069888,12.6
N1,687,link,,LRP289b,22.133444,92.070083,161.0
N1,688,link,,LRP290,22.132055,92.070194,119.0
N1,689,link,,LRP290a,22.130805,92.070416,61.0
N1,690,link,,LRP290b,22.130472,92.070499,224.0
N1,691,link,,LRP290c,22.128527,92.07086,31.0
N1,692,link,,LRP290d,22.128277,92.070916,485.0
N1,693,link,,LRP291,22.124027,92.071583,10.0
N1,694,bridge,B,LRP291a,22.123666,92.071638,30.3
N1,695,link,,LRP291b,22.120805,92.071944,601.0
N1,696,link,,LRP292,22.115194,92.072416,282.0
N1,697,bridge,A,LRP292a,22.113306,92.072694,2.5
N1,698,link,,LRP293,22.106222,92.073805,558.0
N1,699,bridge,A,LRP293a,22.102167,92.074055,12.6
N1,700,link,,LRP293b,22.099305,92.07436,250.0
N1,701,bridge,A,LRP293c,22.09775,92.075027,6.0
N1,702,link,,LRP294,22.097583,92.075222,612.0
N1,703,bridge,A,LRP294a,22.094222,92.07986,13.64
N1,704,link,,LRP295,22.092833,92.081249,956.0
N1,705,link,,LRP296,22.087694,92.088583,546.0
N1,706,bridge,A,LRP296a,22.084444,92.0925,2.0
N1,707,link,,LRP297,22.08261,92.095889,300.0
N1,708,link,,LRP297a,22.081166,92.098277,700.0
N1,709,link,,LRP298,22.075222,92.100194,704.0
N1,710,bridge,A,LRP298a,22.069944,92.103833,3.0
N1,711,link,,LRP298b,22.069805,92.104,177.0
N1,712,link,,LRP299,22.068694,92.10525,566.0
N1,713,bridge,A,LRP299a,22.064167,92.107,12.6
N1,714,link,,LRP299b,22.063861,92.107083,380.0
N1,715,bridge,A,LRP299c,22.060556,92.107806,6.2
N1,716,link,,LRP300,22.060472,92.107861,423.0
N1,717,bridge,A,LRP300a,22.056861,92.109083,3.0
N1,718,bridge,A,LRP300b,22.052278,92.109111,12.4
N1,719,link,,LRP301,22.051694,92.109028,330.0
N1,720,bridge,A,LRP301a,22.048639,92.108222,14.2
N1,721,bridge,B,LRP301b,22.044972,92.107833,22.0
N1,722,link,,LRP301c,22.044305,92.107306,136.0
N1,723,link,,LRP302,22.043444,92.106306,695.0
N1,724,bridge,B,LRP302a,22.037916,92.104,22.4
N1,725,link,,LRP303,22.037083,92.103972,567.0
N1,726,bridge,A,LRP303a,22.032083,92.104167,2.5
N1,727,link,,LRP303b,22.028916,92.103556,55.0
N1,728,link,,LRP304,22.028444,92.103278,19.0
N1,729,link,,LRP304a,22.028333,92.103194,899.0
N1,730,link,,LRP305,22.020666,92.101556,14.0
N1,731,bridge,A,LRP305a,22.020555,92.1015,22.4
N1,732,link,,LRP306,22.015306,92.094833,930.0
N1,733,bridge,A,LRP306a,22.007722,92.09275,3.0
N1,734,link,,LRP307,22.007417,92.0925,465.0
N1,735,bridge,A,LRP307a,22.003917,92.090416,1.4
N1,736,link,,LRP307b,21.999944,92.088027,16.0
N1,737,link,,LRP308,21.999833,92.088,547.0
N1,738,bridge,A,LRP308a,21.995111,92.087361,4.5
N1,739,bridge,A,LRP308b,21.995055,92.087277,9.3
N1,740,link,,LRP308c,21.991389,92.086083,60.0
N1,741,link,,LRP308d,21.990889,92.085916,19.0
N1,742,link,,LRP309,21.990722,92.085861,160.0
N1,743,bridge,A,LRP309a,21.989389,92.085333,4.5
N1,744,bridge,A,LRP309b,21.986222,92.083527,4.7
N1,745,link,,LRP309c,21.986055,92.083444,389.0
N1,746,link,,LRP310,21.982972,92.081777,265.0
N1,747,bridge,A,LRP310a,21.98111,92.080027,2.0
N1,748,bridge,A,LRP310b,21.981055,92.079944,3.0
N1,749,link,,LRP310c,21.979888,92.077833,342.0
N1,750,link,,LRP310d,21.978972,92.074749,133.0
N1,751,link,,LRP311,21.97811,92.073999,1017.0
N1,752,link,,LRP312,21.972944,92.067083,171.0
N1,753,link,,LRP312a,21.972083,92.065722,564.0
N1,754,link,,LRP312b,21.967666,92.0635,265.0
N1,755,link,,LRP313,21.965417,92.062556,255.0
N1,756,link,,LRP313a,21.962028,92.063361,21.0
N1,757,bridge,A,LRP313b,21.961861,92.063444,13.64
N1,758,link,,LRP313c,21.959083,92.065389,352.0
N1,759,link,,LRP314,21.957833,92.066583,85.0
N1,760,bridge,A,LRP314a,21.956917,92.067333,9.3
N1,761,link,,LRP314b,21.951611,92.06786,21.0
N1,762,link,,LRP314c,21.951444,92.06786,303.0
N1,763,link,,LRP315,21.948944,92.067527,461.0
N1,764,bridge,A,LRP315a,21.944666,92.066805,3.0
N1,765,link,,LRP316,21.940583,92.064389,615.0
N1,766,bridge,A,LRP316a,21.935444,92.062306,3.0
N1,767,link,,LRP316b,21.933361,92.061417,157.0
N1,768,link,,LRP317,21.932222,92.06075,78.0
N1,769,bridge,C,LRP317a,21.931666,92.060361,56.2
N1,770,link,,LRP317b,21.92961,92.059278,673.0
N1,771,link,,LRP318,21.923583,92.0585,585.0
N1,772,bridge,A,LRP318a,21.917722,92.059778,14.3
N1,773,bridge,A,LRP318b,21.916083,92.060139,2.1
N1,774,link,,LRP319,21.914833,92.060472,223.0
N1,775,bridge,A,LRP319a,21.912861,92.060667,4.5
N1,776,bridge,A,LRP319b,21.908389,92.060528,3.0
N1,777,link,,LRP320,21.905944,92.060917,308.0
N1,778,bridge,A,LRP320a,21.903167,92.061167,15.8
N1,779,link,,LRP321,21.897,92.061222,63.0
N1,780,bridge,A,LRP321a,21.896468,92.061087,7.3
N1,781,bridge,C,LRP321b,21.890889,92.059667,45.0
N1,782,link,,LRP322,21.888389,92.060083,833.0
N1,783,bridge,A,LRP322a,21.881027,92.058972,14.0
N1,784,link,,LRP323,21.879416,92.059083,508.0
N1,785,link,,LRP323a,21.874916,92.059111,501.0
N1,786,link,,LRP324,21.870499,92.059139,907.0
N1,787,link,,LRP324a,21.8625,92.0595,93.0
N1,788,link,,LRP325,21.861639,92.059611,222.0
N1,789,bridge,A,LRP325a,21.859722,92.060278,20.6
N1,790,link,,LRP325b,21.859222,92.060444,724.0
N1,791,link,,LRP326,21.85275,92.060972,21.0
N1,792,bridge,B,LRP326a,21.852611,92.060972,14.2
N1,793,link,,LRP326b,21.8505,92.060944,765.0
N1,794,link,,LRP327,21.844139,92.062806,213.0
N1,795,bridge,A,LRP327a,21.842583,92.063861,15.7
N1,796,link,,LRP327b,21.839972,92.065139,482.0
N1,797,link,,LRP328,21.836305,92.067416,314.0
N1,798,bridge,D,LRP328a,21.833666,92.068444,294.15
N1,799,link,,LRP328b,21.832222,92.068999,482.0
N1,800,link,,LRP329,21.828083,92.071277,294.0
N1,801,link,,LRP329a,21.825694,92.072388,48.0
N1,802,link,,LRP329b,21.825277,92.072555,517.0
N1,803,link,,LRP329c,21.820888,92.07411,149.0
N1,804,link,,LRP330,21.819527,92.074138,181.0
N1,805,link,,LRP330a,21.817972,92.073916,831.0
N1,806,link,,LRP331,21.811944,92.077638,844.0
N1,807,bridge,B,LRP331a,21.804528,92.077166,9.3
N1,808,link,,LRP331b,21.803139,92.077249,15.0
N1,809,link,,LRP331c,21.803028,92.077277,10.0
N1,810,link,,LRP332,21.802917,92.077277,993.0
N1,811,link,,LRP333,21.794194,92.078388,775.0
N1,812,bridge,A,LRP333a,21.787389,92.078888,12.6
N1,813,link,,LRP333b,21.7865,92.079027,138.0
N1,814,link,,LRP334,21.785305,92.079166,180.0
N1,815,link,,LRP334a,21.783694,92.079277,819.0
N1,816,link,,LRP335,21.778249,92.084055,80.0
N1,817,bridge,A,LRP335a,21.777638,92.084389,12.8
N1,818,link,,LRP335b,21.775805,92.085111,195.0
N1,819,link,,LRP335c,21.773722,92.084055,135.0
N1,820,link,,LRP335d,21.773277,92.083722,293.0
N1,821,link,,LRP336,21.771305,92.081833,24.0
N1,822,bridge,A,LRP336a,21.771194,92.081638,9.3
N1,823,link,,LRP336b,21.769333,92.079416,429.0
N1,824,link,,LRP336c,21.766472,92.076777,236.0
N1,825,link,,LRP337,21.764639,92.075916,575.0
N1,826,link,,LRP337a,21.759639,92.076499,553.0
N1,827,link,,LRP338,21.754694,92.077027,1002.0
N1,828,link,,LRP339,21.746639,92.080916,865.0
N1,829,bridge,C,LRP339a,21.73925,92.08286,58.57
N1,830,link,,LRP340,21.738083,92.083416,51.0
N1,831,bridge,A,LRP340a,21.737639,92.083472,3.5
N1,832,link,,LRP340b,21.731583,92.083805,181.0
N1,833,link,,LRP340c,21.729999,92.083833,39.0
N1,834,link,,LRP340d,21.729638,92.083833,69.0
N1,835,link,,LRP341,21.729027,92.083861,689.0
N1,836,bridge,C,LRP341a,21.722944,92.083472,54.03
N1,837,link,,LRP341b,21.721555,92.083083,148.0
N1,838,link,,LRP342,21.720472,92.082249,420.0
N1,839,bridge,C,LRP342a,21.716944,92.082499,60.03
N1,840,link,,LRP343,21.712083,92.08211,527.0
N1,841,link,,LRP343a,21.708028,92.080055,489.0
N1,842,link,,LRP344,21.704056,92.07886,310.0
N1,843,link,,LRP344a,21.701361,92.078388,698.0
N1,844,link,,LRP345,21.69575,92.080583,1012.0
N1,845,link,,LRP346,21.686861,92.080083,1000.0
N1,846,link,,LRP347,21.678416,92.077083,417.0
N1,847,bridge,A,LRP347a,21.674749,92.07661,7.0
N1,848,bridge,A,LRP347b,21.674222,92.076555,5.2
N1,849,link,,LRP347c,21.670444,92.076277,34.0
N1,850,link,,LRP348,21.669555,92.076055,96.0
N1,851,bridge,A,LRP348a,21.668833,92.075944,9.3
N1,852,bridge,A,LRP348b,21.661889,92.074916,14.0
N1,853,link,,LRP349,21.660611,92.075083,176.0
N1,854,bridge,A,LRP349a,21.659056,92.075138,1.4
N1,855,bridge,C,LRP349b,21.653,92.075138,4.5
N1,856,link,,LRP350,21.651806,92.073777,237.0
N1,857,bridge,A,LRP350a,21.649722,92.073305,2.5
N1,858,link,,LRP350b,21.649194,92.073305,18.0
N1,859,link,,LRP350c,21.649083,92.073305,251.0
N1,860,link,,LRP350d,21.646805,92.07336,447.0
N1,861,link,,LRP351,21.642861,92.073222,1018.0
N1,862,link,,LRP352,21.634833,92.077027,1028.0
N1,863,link,,LRP353,21.625972,92.077388,734.0
N1,864,bridge,A,LRP353a,21.62136,92.072444,4.8
N1,865,link,,LRP354,21.619777,92.070527,399.0
N1,866,bridge,A,LRP354a,21.617166,92.067999,46.0
N1,867,link,,LRP354b,21.616777,92.067805,59.0
N1,868,link,,LRP354c,21.615056,92.066777,115.0
N1,869,link,,LRP355,21.61225,92.065222,140.0
N1,870,link,,LRP355a,21.610087,92.063995,180.0
N1,871,link,,LRP355b,21.607306,92.062417,797.0
N1,872,link,,LRP356,21.603917,92.061944,57.0
N1,873,link,,LRP356a,21.60303,92.061921,341.0
N1,874,link,,LRP356b,21.597722,92.061778,602.0
N1,875,link,,LRP357,21.595111,92.061194,82.0
N1,876,bridge,A,LRP357a,21.593799,92.061619,14.0
N1,877,link,,LRP357b,21.588583,92.063306,504.0
N1,878,link,,LRP358,21.587527,92.065028,100.0
N1,879,bridge,A,LRP358a,21.586194,92.065028,3.0
N1,880,bridge,A,LRP358b,21.584833,92.065222,2.5
N1,881,link,,LRP359,21.579194,92.066805,129.0
N1,882,bridge,A,LRP359a,21.576999,92.069722,7.5
N1,883,link,,LRP360,21.571722,92.071805,694.0
N1,884,bridge,A,LRP360a,21.564,92.070249,14.0
N1,885,link,,LRP361,21.562944,92.070027,135.0
N1,886,link,,LRP361a,21.561806,92.069638,121.0
N1,887,link,,LRP361b,21.560833,92.069277,746.0
N1,888,link,,LRP362,21.5555,92.067972,196.0
N1,889,link,,LRP362a,21.555306,92.067916,52.0
N1,890,link,,LRP362b,21.554889,92.067805,423.0
N1,891,link,,LRP362c,21.548472,92.067083,46.0
N1,892,link,,LRP362d,21.548083,92.067027,183.0
N1,893,link,,LRP363,21.546583,92.066833,887.0
N1,894,link,,LRP364,21.538333,92.063972,1016.0
N1,895,link,,LRP365,21.529499,92.065028,33.0
N1,896,bridge,B,LRP365a,21.528305,92.065083,14.0
N1,897,link,,LRP365b,21.526472,92.065194,344.0
N1,898,link,,LRP365c,21.523472,92.065611,20.0
N1,899,link,,LRP365d,21.523305,92.065639,139.0
N1,900,link,,LRP365e,21.522083,92.065861,162.0
N1,901,link,,LRP366,21.520666,92.066167,555.0
N1,902,link,,LRP366a,21.516111,92.068166,424.0
N1,903,link,,LRP366b,21.512694,92.06986,27.0
N1,904,link,,LRP367,21.512556,92.069944,512.0
N1,905,bridge,A,LRP367a,21.508389,92.071749,9.2
N1,906,link,,LRP367b,21.506972,92.072916,284.0
N1,907,link,,LRP368,21.505,92.074555,911.0
N1,908,bridge,A,LRP368a,21.497472,92.076555,1.5
N1,909,link,,LRP369,21.496861,92.076944,48.0
N1,910,bridge,A,LRP369a,21.496444,92.077166,3.0
N1,911,link,,LRP370,21.490194,92.081805,986.0
N1,912,link,,LRP371,21.487027,92.089805,274.0
N1,913,bridge,A,LRP371a,21.485139,92.091333,8.2
N1,914,link,,LRP372,21.47936,92.093889,358.0
N1,915,bridge,A,LRP372a,21.476777,92.09575,12.4
N1,916,link,,LRP372b,21.475055,92.097166,522.0
N1,917,link,,LRP373,21.47136,92.09975,21.0
N1,918,bridge,A,LRP373a,21.471222,92.099889,2.0
N1,919,bridge,A,LRP373b,21.470805,92.100222,6.8
N1,920,link,,LRP373c,21.466722,92.1025,367.0
N1,921,link,,LRP374,21.463583,92.102917,969.0
N1,922,link,,LRP375,21.456472,92.103806,380.0
N1,923,bridge,A,LRP375a,21.4545,92.10075,13.0
N1,924,link,,LRP375b,21.451278,92.099444,222.0
N1,925,link,,LRP376,21.449611,92.0995,57.0
N1,926,bridge,A,LRP376a,21.449472,92.099527,9.2
N1,927,link,,LRP376b,21.443833,92.101417,224.0
N1,928,link,,LRP376c,21.442166,92.100861,56.0
N1,929,link,,LRP376d,21.44175,92.100667,62.0
N1,930,link,,LRP377,21.441361,92.100361,467.0
N1,931,bridge,C,LRP377a,21.437555,92.0985,136.3
N1,932,link,,LRP377b,21.434583,92.097389,149.0
N1,933,link,,LRP378,21.433444,92.097,285.0
N1,934,bridge,C,LRP378a,21.431027,92.096194,4.5
N1,935,bridge,C,LRP378b,21.429027,92.0955,11.3
N1,936,link,,LRP378c,21.428499,92.095194,113.0
N1,937,link,,LRP378d,21.42836,92.094166,284.0
N1,938,link,,LRP379,21.42811,92.091472,191.0
N1,939,bridge,C,LRP379a,21.427916,92.089611,2.4
N1,940,bridge,B,LRP379b,21.427888,92.089389,7.2
N1,941,bridge,C,LRP379c,21.42711,92.084083,8.1
N1,942,link,,LRP380,21.426972,92.08211,176.0
N1,943,bridge,A,LRP380a,21.426777,92.080472,10.9
N1,944,link,,LRP380b,21.426472,92.076777,404.0
N1,945,link,,LRP381,21.426722,92.073083,261.0
N1,946,bridge,B,LRP381a,21.427416,92.070722,2.2
N1,947,link,,LRP382,21.427694,92.064361,131.0
N1,948,bridge,A,LRP382a,21.427083,92.063278,3.0
N1,949,bridge,A,LRP382b,21.427333,92.060833,2.8
N1,950,bridge,D,LRP382c,21.427888,92.057667,10.0
N1,951,link,,LRP382d,21.428055,92.055417,29.0
N1,952,link,,LRP383,21.428083,92.055139,232.0
N1,953,bridge,A,LRP383a,21.428055,92.052944,1.6
N1,954,bridge,A,LRP383b,21.427499,92.048444,3.6
N1,955,bridge,C,LRP383c,21.427527,92.048389,8.0
N1,956,link,,LRP384,21.428777,92.046194,234.0
N1,957,bridge,A,LRP384a,21.429555,92.044083,8.3
N1,958,bridge,C,LRP384b,21.429805,92.039277,22.0
N1,959,link,,LRP385,21.429694,92.036861,224.0
N1,960,bridge,C,LRP385a,21.428972,92.034861,2.7
N1,961,bridge,B,LRP385b,21.429444,92.03161,2.7
N1,962,bridge,C,LRP385c,21.430083,92.030472,2.9
N1,963,bridge,C,LRP385d,21.430416,92.029305,1.8
N1,964,link,,LRP386,21.430166,92.02836,46.0
N1,965,bridge,A,LRP386a,21.429888,92.027972,0.8
N1,966,bridge,B,LRP386b,21.426249,92.023583,1.5
N1,967,bridge,A,LRP386c,21.42586,92.023166,1.5
